qid,P31,P31_a,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,Q125191,Q35158,Exercicios dos bombeiros no edificio A noite,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.89703/-43.18156|P2044|8.38811U11573|P7787|-146.77551U28390|P8208|91.69063U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ6505,Q172984,45.0U28390,110U174789,45U174789,83610
,Q125191,Q35158,Igreja de São Francisco de Paula,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.90462/-43.18064|P2044|9.05531U11573|P7787|-169.7176U28390|P8208|100.80498U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ4201,Q172984,45.0U28390,110U174789,45U174789,82966
,Q125191,Q35158,"Construção do aeroporto Santos Dumont, apóa a ampliação da área aterrada",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1934-01-01T00:00:00Z/9|P580|+1934-01-01T00:00:00Z/9|P582|+1934-01-01T00:00:00Z/9,,,Q155,@-22.91188/-43.17474|P2044|79.86985U11573|P7787|93.37454U28390|P8208|81.53864U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ6502,Q172984,45.0U28390,110U174789,45U174789,83609
,Q125191,Q35158,"Militares na Praça XV de Novembro, no dia da Constituinte de 1934",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1934-07-16T00:00:00Z/11|P580|+1934-01-01T00:00:00Z/9|P582|+1934-01-01T00:00:00Z/9,,,Q155,@-22.9038/-43.17472|P2044|8.54656U11573|P7787|149.49942U28390|P8208|89.76875U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ6414,Q172984,45.0U28390,110U174789,45U174789,83607
,Q125191,Q35158,Exposição Internacional de 1922; exposição de automóveis no pavilhão português,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1922-01-01T00:00:00Z/8|P580|+1922-01-01T00:00:00Z/9|P582|+1923-01-01T00:00:00Z/9,,,Q155,@-22.90993/-43.1717|P2044|11.58801U11573|P7787|55.17937U28390|P8208|93.01884U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ6402,Q172984,45.0U28390,110U174789,45U174789,83606
,Q125191,Q35158,Palácio Itamaraty; edifício da Biblioteca e Arquivos,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.90237/-43.18818|P2044|7.86531U11573|P7787|-19.12716U28390|P8208|88.47379U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ5004,Q172984,45.0U28390,110U174789,45U174789,83605
,Q125191,Q35158,Arco do Teles,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1912-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1917-01-01T00:00:00Z/9,,,Q155,@-22.90258/-43.17474|P2044|8.3686U11573|P7787|149.54666U28390|P8208|87.72624U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ4716,Q172984,45.0U28390,110U174789,45U174789,82890
,Q125191,Q35158,Região do antigo Mercado do Peixe,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1912-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1917-01-01T00:00:00Z/9,,,Q155,@-22.90219/-43.17435|P2044|9.91228U11573|P7787|54.73932U28390|P8208|94.10739U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ4715,Q172984,45.0U28390,110U174789,45U174789,82891
,Q125191,Q35158,"A Ladeira de Comercio, antigo Paço da Cidade",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1912-01-01T00:00:00Z/9|P580|+1912-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.90314/-43.17524|P2044|7.47998U11573|P7787|162.26724U28390|P8208|92.67706U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ4714,Q172984,45.0U28390,110U174789,45U174789,82892
,Q125191,Q35158,"Cavalaria e civis em frente ao Palácio Tiradentes, no dia da Constituinte de 1934",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1934-07-16T00:00:00Z/11|P580|+1934-01-01T00:00:00Z/9|P582|+1934-01-01T00:00:00Z/9,,,Q155,@-22.9039/-43.17452|P2044|7.78872U11573|P7787|127.61617U28390|P8208|94.46038U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ6415,Q172984,45.0U28390,110U174789,45U174789,83608
,Q125191,Q35158,Vista noturna da Enseada de Botafogo e do Morro do Pão de Açúcar,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.95186/-43.21005|P2044|708.53837U11573|P7787|90.67675U28390|P8208|76.93753U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3913,Q172984,45.38U28390,110U174789,45U174789,88822
,Q125191,Q35158,"Vista do pôr do sol na avenida Niemeyer; ao fundo, a Pedra da Gávea",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1927-01-01T00:00:00Z/8|P580|+1922-01-01T00:00:00Z/9|P582|+1932-01-01T00:00:00Z/9,,,Q155,@-22.99686/-43.24249|P2044|211.24215U11573|P7787|-96.37764U28390|P8208|90.79453U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3912,Q172984,45.0U28390,110U174789,45U174789,82964
,Q125191,Q35158,"Praça Floriano, Cinelândia; ao fundo, o Teatro Municipal",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.91027/-43.17585|P2044|10.14061U11573|P7787|-40.98229U28390|P8208|102.07359U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3903,Q172984,45.0U28390,110U174789,45U174789,82963
,Q125191,Q35158,Sobrado na Glória,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.92452/-43.17286|P2044|9.69989U11573|P7787|-55.22861U28390|P8208|96.31271U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2719,Q172984,45.0U28390,110U174789,45U174789,88735
,Q125191,Q35158,Forte de São João; visto do Morro da Urca,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1915-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.95101/-43.16355|P2044|220.4032U11573|P7787|46.71724U28390|P8208|80.40593U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2718,Q172984,45.0U28390,110U174789,45U174789,82948
,Q125191,Q35158,"Praça XV de Novembro, tomada do Cais Pharoux; destaque para o chafariz monumental, ao centro",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1915-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.90199/-43.17283|P2044|7.68978U11573|P7787|-145.39711U28390|P8208|98.28263U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2717,Q172984,45.0U28390,110U174789,45U174789,82947
,Q125191,Q35158,Vista da cidade; tomada a partir do Morro do Castelo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90605/-43.17282|P2044|41.76032U11573|P7787|-47.74886U28390|P8208|85.39599U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2702,Q172984,45.0U28390,110U174789,45U174789,82946
,Q125191,Q35158,Morro do Pão de Açúcar; tomado da atual Avenida das Nações Unidas,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.94915/-43.18082|P2044|9.70743U11573|P7787|97.36181U28390|P8208|88.36324U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2519,Q172984,45.0U28390,110U174789,45U174789,88820
,Q125191,Q35158,"Vista do Centro a partir da Fortaleza da Conceição; ao fundo, o Morro do Castelo",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.89976/-43.18265|P2044|44.18737U11573|P7787|119.08996U28390|P8208|92.39205U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2512,Q172984,45.0U28390,110U174789,45U174789,88846
,Q125191,Q35158,Pavilhão dos Estados da Exposição Internacional do Centenário da Independência de 1922 e Santa Casa de Misericórdia; tomados da esplanada do Morro do Castelo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1922-01-01T00:00:00Z/8|P580|+1921-01-01T00:00:00Z/9|P582|+1923-01-01T00:00:00Z/9,,,Q155,@-22.90834/-43.17354|P2044|11.99337U11573|P7787|67.85203U28390|P8208|88.1765U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2913,Q172984,45.0U28390,110U174789,45U174789,88531
,Q125191,Q35158,Bairro da Glória e Morro do Pão de Açucar; tomados da atual Rua Álvaro Alvim,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.91174/-43.17598|P2044|39.30905U11573|P7787|165.96412U28390|P8208|88.10037U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2411,Q172984,45.57U28390,110U174789,45U174789,88819
,Q125191,Q35158,Cais Pharoux; Praça XV de Novembro,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.9033/-43.1708|P2044|5.7407U11573|P7787|-121.44726U28390|P8208|90.35582U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2214,Q172984,45.0U28390,110U174789,45U174789,88817
,Q125191,Q35158,Recanto da Saudade na Lagoa Rodrigo de Freitas,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.97446/-43.20767|P2044|7.9873U11573|P7787|-92.40277U28390|P8208|86.00956U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2208,Q172984,45.02U28390,110U174789,45U174789,88816
,Q125191,Q35158,"Urca, Enseada de Botafogo e o Morro do Corcovado",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.94369/-43.159|P2044|13.89352U11573|P7787|-109.31635U28390|P8208|86.07316U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2205,Q172984,45.0U28390,110U174789,45U174789,88815
,Q125191,Q35158,Morro do Pão de Açúcar e bondinho,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.95107/-43.16354|P2044|218.64049U11573|P7787|79.76731U28390|P8208|91.63795U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2203,Q172984,45.0U28390,110U174789,45U174789,88813
,Q125191,Q35158,Morro do Pão de Açúcar,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.94053/-43.14436|P2044|14.07273U11573|P7787|-133.69714U28390|P8208|89.72544U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2202,Q172984,45.0U28390,110U174789,45U174789,88814
,Q125191,Q35158,Alto do Pão de Açúcar,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.94935/-43.15657|P2044|395.1187U11573|P7787|58.21559U28390|P8208|76.13861U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2201,Q172984,45.0U28390,110U174789,45U174789,88812
,Q125191,Q35158,Missa de Ação de Graças pela chegada do Hidroavião Argos ao Rio de Janeiro,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1927-01-01T00:00:00Z/9|P580|+1927-01-01T00:00:00Z/9|P582|+1927-01-01T00:00:00Z/9,,,Q155,@-22.91422/-43.1758|P2044|9.98341U11573|P7787|-104.80042U28390|P8208|93.83511U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2401,Q172984,45.0U28390,110U174789,45U174789,88818
,Q125191,Q35158,"Pedra da Gávea; tomada da Estrada Nova da Tijuca, atual Estrada da Vista Chinesa",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1915-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.96895/-43.26371|P2044|451.3609U11573|P7787|-150.46216U28390|P8208|92.93U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ8108,Q172984,45.0U28390,110U174789,45U174789,88826
,Q125191,Q35158,Igreja de São Sebastião,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90759/-43.17342|P2044|52.50625U11573|P7787|175.46429U28390|P8208|92.43211U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2916,Q172984,45.0U28390,110U174789,45U174789,82950
,Q125191,Q35158,Morro do Castelo - desmonte,Fotografia de Guilherme Santos (002080RJ3204),Photograph by Guilherme Santos (002080RJ3204),+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90593/-43.17443|P2044|46.9579U11573|P7787|108.13179U28390|P8208|86.60089U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3204,Q172984,45.0U28390,110U174789,45U174789,82952
,Q125191,Q35158,"Praça Floriano, Cinelândia; ao fundo, o Palácio Monroe",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.91068/-43.17565|P2044|9.24209U11573|P7787|173.87118U28390|P8208|93.98417U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3902,Q172984,45.0U28390,110U174789,45U174789,82962
,Q125191,Q35158,"Visita dos reis da Bélgica, excursão à Teresópolis; destaque para marinheiros prestando continência à bandeira",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-09-28T00:00:00Z/11|P580|+1920-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.8979/-43.17674|P2044|7.43672U11573|P7787|-46.83206U28390|P8208|91.08564U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3819,Q172984,45.0U28390,110U174789,45U174789,82965
,Q125191,Q35158,"Visita dos reis da Bélgica à brigada policial da capital federal, junto ao presidente Epitácio Pessoa",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-10-01T00:00:00Z/11|P580|+1920-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.90342/-43.19005|P2044|16.28968U11573|P7787|-59.42318U28390|P8208|88.79807U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3801,Q172984,45.0U28390,110U174789,45U174789,82961
,Q125191,Q35158,Revolução de 1930; militares e civis reunidos após a vitória,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1930-10-24T00:00:00Z/11|P580|+1930-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.90363/-43.17832|P2044|8.46106U11573|P7787|81.23092U28390|P8208|88.21452U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3608,Q172984,45.0U28390,110U174789,45U174789,82960
,Q125191,Q35158,Revolução de 1930; conflito na rua do Rosário,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1930-10-01T00:00:00Z/10|P580|+1930-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.90351/-43.17922|P2044|18.08867U11573|P7787|-118.41677U28390|P8208|83.2953U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3607,Q172984,45.0U28390,110U174789,45U174789,82959
,Q125191,Q35158,"Revolução de 1930; populares e revolucionários na avenida Rio Branco, na altura da rua do Ouvidor, em frente à Gazeta de Notícias",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1930-10-24T00:00:00Z/11|P580|+1930-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.90365/-43.17825|P2044|10.83774U11573|P7787|67.81015U28390|P8208|90.06394U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3606,Q172984,45.0U28390,110U174789,45U174789,82957
,Q125191,Q35158,Morro do Castelo - desmonte,Fotografia de Guilherme Santos (002080RJ2918),Photograph by Guilherme Santos (002080RJ2918),+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90646/-43.17435|P2044|60.84399U11573|P7787|68.78881U28390|P8208|79.57524U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ2918,Q172984,45.0U28390,110U174789,45U174789,82951
,Q125191,Q35158,Revolução de 1930; populares e revolucionários na avenida Rio Branco,Fotografia de Guilherme Santos (002080RJ3605),Photograph by Guilherme Santos (002080RJ3605),+1930-10-24T00:00:00Z/11|P580|+1930-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.90357/-43.17831|P2044|8.36843U11573|P7787|101.75735U28390|P8208|91.79589U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3605,Q172984,45.0U28390,110U174789,45U174789,82958
,Q125191,Q35158,"Evento militar na rua do Catete, próximo ao Palácio do Catete",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1913-01-01T00:00:00Z/8|P580|+1908-01-01T00:00:00Z/9|P582|+1918-01-01T00:00:00Z/9,,,Q155,@-22.92601/-43.17669|P2044|7.80354U11573|P7787|158.33791U28390|P8208|93.28744U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3517,Q172984,45.0U28390,110U174789,45U174789,88821
,Q125191,Q35158,Teatro João Caetano,Fotografia de Guilherme Santos (002080RJ3505),Photograph by Guilherme Santos (002080RJ3505),+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90662/-43.18212|P2044|9.43316U11573|P7787|-14.25867U28390|P8208|92.97075U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3505,Q172984,45.0U28390,110U174789,45U174789,88736
,Q125191,Q35158,"Bonde da Carris Urbanos; ao fundo, os Arcos da Lapa",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1905-01-01T00:00:00Z/8|P580|+1900-01-01T00:00:00Z/9|P582|+1910-01-01T00:00:00Z/9,,,Q155,@-22.91195/-43.17942|P2044|15.4946U11573|P7787|-152.66647U28390|P8208|91.97612U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3504,Q172984,45.0U28390,110U174789,45U174789,88737
,Q125191,Q35158,Fachada do Teatro João Caetano,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1927-01-01T00:00:00Z/8|P580|+1922-01-01T00:00:00Z/9|P582|+1932-01-01T00:00:00Z/9,,,Q155,@-22.9065/-43.18245|P2044|9.45994U11573|P7787|22.08613U28390|P8208|89.16946U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3503,Q172984,45.0U28390,110U174789,45U174789,82955
,Q125191,Q35158,Avenida Rio Branco; destaque para as luminárias,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1927-01-01T00:00:00Z/8|P580|+1922-01-01T00:00:00Z/9|P582|+1932-01-01T00:00:00Z/9,,,Q155,@-22.90351/-43.1783|P2044|8.07942U11573|P7787|158.51925U28390|P8208|90.91943U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3501,Q172984,45.0U28390,110U174789,45U174789,82954
,Q125191,Q35158,Vista lateral do Convento dos Barbadinhos,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90917/-43.17265|P2044|17.53825U11573|P7787|-48.88545U28390|P8208|96.48834U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3215,Q172984,45.0U28390,110U174789,45U174789,82953
,Q125191,Q35158,Revolução de 1930; populares e revolucionários na avenida Rio Branco,Fotografia de Guilherme Santos (002080RJ3602),Photograph by Guilherme Santos (002080RJ3602),+1930-10-01T00:00:00Z/10|P580|+1930-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.90391/-43.1782|P2044|8.44439U11573|P7787|118.89583U28390|P8208|89.26118U28390,,,,Q55088608,Q97570383,Q71989864,002080RJ3602,Q172984,45.0U28390,110U174789,45U174789,82956
,Q125191,Q35158,Observatório Nacional do Rio de Janeiro,Fotografia de Marc Ferrez (007_IMG_3453),Photograph by Marc Ferrez (007_IMG_3453),+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.89582/-43.22418|P2044|37.33141U11573|P7787|165.88538U28390|P8208|93.41927U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3453,Q172984,60.15U28390,130U174789,60U174789,87625
,Q125191,Q35158,Observatório Nacional do Rio de Janeiro,Fotografia de Marc Ferrez (007_IMG_3451),Photograph by Marc Ferrez (007_IMG_3451),+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.89564/-43.22337|P2044|41.13108U11573|P7787|177.92832U28390|P8208|90.1088U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3451,Q172984,55.9U28390,130U174789,60U174789,87626
,Q125191,Q35158,Palácio de São Cristóvão,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.9053/-43.22504|P2044|27.58375U11573|P7787|-113.19516U28390|P8208|92.27858U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3437,Q172984,50.0U28390,130U174789,60U174789,92154
,Q125191,Q35158,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",Fotografia de Marc Ferrez (007CX020-06),Photograph by Marc Ferrez (007CX020-06),+1920-01-01T00:00:00Z/8|P580|+1916-01-01T00:00:00Z/9|P582|+1923-01-01T00:00:00Z/9,,,Q155,@-22.99716/-43.24149|P2044|167.20444U11573|P7787|-72.30464U28390|P8208|97.70345U28390,,,,Q3180571,Q85621807,Q71989864,007CX020-06,Q172984,45.15U28390,130U174789,60U174789,87633
,Q125191,Q35158,"Alto da Boa Vista, visto da Antiga Estrada do Caminho do Jardim; atual Estrada da Vista Chinesa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1915-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.96974/-43.25927|P2044|11.82371U11573|P7787|-139.49482U28390|P8208|84.05722U28390,,,,Q3180571,Q85621807,Q71989864,007CX020-03,Q172984,44.96U28390,130U174789,60U174789,87632
,Q125191,Q35158,"Lapa, Passeio Público, Palácio Monroe, Rua Santa Luzia e Morro do Castelo; vistos da Rua Taylor",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1915-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.91786/-43.1784|P2044|55.80204U11573|P7787|26.43108U28390|P8208|86.9838U28390,,,,Q3180571,Q85621807,Q71989864,007CX020-01,Q172984,60.0U28390,130U174789,60U174789,87631
,Q125191,Q35158,Ministério da Agricultura,Fotografia de Marc Ferrez (007CX019-11),Photograph by Marc Ferrez (007CX019-11),+1917-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.95356/-43.16959|P2044|9.58793U11573|P7787|-123.73224U28390|P8208|99.53737U28390,,,,Q3180571,Q97570383,Q71989864,007CX019-11,Q355674,59.83U28390,130U174789,60U174789,87147
